"900001003, as of 06/16/26 at 08:00 PM EST"
Date / Time,Type,Account #,Account Name,Description,Fee,Comm,Amount
 06/15/2026 09:30:00 AM,Bought,900001003,Partnership / LLC / LLP - x1003,50 of SGDM @ $7.065 (Order # 7454),--,$0,-$353.25
 06/15/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,"$3,474.67"
 06/12/2026 10:00:54 AM,Bought,900001003,Partnership / LLC / LLP - x1003,25 of SPMO @ $15.206 (Order # 6876),--,$0,-$380.15
 06/12/2026 10:00:25 AM,Bought,900001003,Partnership / LLC / LLP - x1003,30 of CRDO @ $24.925 (Order # 3915),--,$0,-$747.74
 06/12/2026 09:45:51 AM,Bought,900001003,Partnership / LLC / LLP - x1003,150 of SPMO @ $15.012 (Order # 2520),--,$0,"-$2,251.8"
 06/12/2026 09:30:00 AM,Bought,900001003,Partnership / LLC / LLP - x1003,15 of MDLZ @ $6.332 (Order # 5675),--,$0,-$94.98
 06/12/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,"-$1,147.677"
 06/11/2026 04:00:02 PM,Sold,900001003,Partnership / LLC / LLP - x1003,5 of CLS @ $38.586 (Order # 7961),--,$0.004,$192.926
 06/11/2026 04:00:01 PM,Sold,900001003,Partnership / LLC / LLP - x1003,1 of LITE @ $88.959 (Order # 1069),--,$0.002,$88.957
 06/11/2026 04:00:00 PM,Sold,900001003,Partnership / LLC / LLP - x1003,50 of SHLD @ $6.515 (Order # 7124),--,$0.007,$325.742
 06/11/2026 04:00:00 PM,Sold,900001003,Partnership / LLC / LLP - x1003,10 of GDE @ $6.315 (Order # 3463),--,$0.002,$63.148
 06/11/2026 04:00:00 PM,Sold,900001003,Partnership / LLC / LLP - x1003,25 of SLV @ $6.082 (Order # 7511),--,$0.004,$152.046
 06/11/2026 04:00:00 PM,Sold,900001003,Partnership / LLC / LLP - x1003,39 of SLV @ $6.082 (Order # 4291),--,$0.005,$237.192
 06/11/2026 03:00:24 PM,Sold,900001003,Partnership / LLC / LLP - x1003,1 of LITE @ $87.668 (Order # 2427),--,$0.002,$87.666
 06/11/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,"-$2,394.948"
 06/10/2026 04:00:01 PM,Sold,900001003,Partnership / LLC / LLP - x1003,2 of LITE @ $85.326 (Order # 3580),--,$0.004,$170.648
 06/10/2026 04:00:01 PM,Sold,900001003,Partnership / LLC / LLP - x1003,5 of LITE @ $85.326 (Order # 8576),--,$0.009,$426.621
 06/10/2026 04:00:01 PM,Sold,900001003,Partnership / LLC / LLP - x1003,3 of MU @ $89.188 (Order # 6208),--,$0.006,$267.558
 06/10/2026 04:00:01 PM,Sold,900001003,Partnership / LLC / LLP - x1003,1 of LITE @ $85.326 (Order # 6312),--,$0.002,$85.324
 06/10/2026 10:03:55 AM,Sold,900001003,Partnership / LLC / LLP - x1003,175 of ETH @ $1.571 (Order # 9898),--,$0.006,$274.916
 06/10/2026 10:03:19 AM,Sold,900001003,Partnership / LLC / LLP - x1003,15 of CLS @ $37.433 (Order # 8582),--,$0.012,$561.483
 06/10/2026 10:02:06 AM,Sold,900001003,Partnership / LLC / LLP - x1003,10 of AGX @ $60.841 (Order # 6556),--,$0.013,$608.398
 06/10/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,-$545.169
 06/09/2026 04:00:02 PM,Sold,900001003,Partnership / LLC / LLP - x1003,21 of BE @ $25.961 (Order # 1894),--,$0.012,$545.169
 06/08/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,$7.249
 06/05/2026 10:21:23 AM,Bought,900001003,Partnership / LLC / LLP - x1003,75 of GRNY @ $2.74 (Order # 9747),--,$0,-$205.5
 06/05/2026 10:20:43 AM,Bought,900001003,Partnership / LLC / LLP - x1003,3 of MU @ $94.4 (Order # 7060),--,$0,-$283.2
 06/05/2026 10:19:48 AM,Bought,900001003,Partnership / LLC / LLP - x1003,200 of PSTL @ $2.271 (Order # 3732),--,$0,-$454.292
 06/05/2026 10:15:13 AM,Sold,900001003,Partnership / LLC / LLP - x1003,40 of CRDO @ $22.6 (Order # 7747),--,$0.019,$903.98
 06/05/2026 10:14:12 AM,Bought,900001003,Partnership / LLC / LLP - x1003,75 of GDMN @ $8.509 (Order # 9833),--,$0,-$638.212
 06/05/2026 10:13:04 AM,Sold,900001003,Partnership / LLC / LLP - x1003,30 of CRDO @ $22.333 (Order # 2241),--,$0.014,$669.975
 06/01/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,-$19.088
 05/29/2026 03:33:28 PM,Bought,900001003,Partnership / LLC / LLP - x1003,3 of BE @ $27.826 (Order # 1779),--,$0,-$83.478
 05/29/2026 03:33:02 PM,Bought,900001003,Partnership / LLC / LLP - x1003,7 of AMZN @ $27.115 (Order # 3203),--,$0,-$189.804
 05/29/2026 03:32:28 PM,Bought,900001003,Partnership / LLC / LLP - x1003,2 of LITE @ $83.81 (Order # 6687),--,$0,-$167.62
 05/29/2026 09:30:01 AM,Sold,900001003,Partnership / LLC / LLP - x1003,20 of CRDO @ $23 (Order # 7475),--,$0.01,$459.99
 05/29/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,-$0.001
 05/29/2026 03:00:00 AM,Interest Income,900001003,Partnership / LLC / LLP - x1003,MORGAN STANLEY PRIVATE BANK NA (Period 05/01-05/31),--,$0,$0.001
 05/29/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,$787.789
 05/28/2026 10:34:11 AM,Bought,900001003,Partnership / LLC / LLP - x1003,40 of GRNY @ $2.722 (Order # 9136),--,$0,-$108.879
 05/28/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,-$56.614
 05/28/2026 03:00:00 AM,Online Transfer,900001003,Partnership / LLC / LLP - x1003,ACH WITHDRAWL REFID:22405766395;,--,$0,-$678.91
 05/27/2026 04:00:03 PM,Bought,900001003,Partnership / LLC / LLP - x1003,7 of BE @ $29.38 (Order # 6740),--,$0,-$205.66
 05/27/2026 09:30:05 AM,Sold,900001003,Partnership / LLC / LLP - x1003,5 of APP @ $52.456 (Order # 3014),--,$0.006,$262.274
 05/27/2026 03:00:00 AM,Sweep,900001003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,--,$0,-$726.693
 05/26/2026 04:00:01 PM,Sold,900001003,Partnership / LLC / LLP - x1003,2 of CRDO @ $22.164 (Order # 1997),--,$0.001,$44.327
 05/26/2026 04:00:00 PM,Sold,900001003,Partnership / LLC / LLP - x1003,40 of PPLT @ $1.774 (Order # 4709),--,$0.002,$70.957
 05/26/2026 04:00:00 PM,Sold,900001003,Partnership / LLC / LLP - x1003,20 of GDE @ $6.818 (Order # 3059),--,$0.003,$136.357
 05/26/2026 03:00:16 PM,Sold,900001003,Partnership / LLC / LLP - x1003,75 of GRNJ @ $3.126 (Order # 8516),--,$0.005,$234.407
